numero,recinto
2037737,U. E. Luis Espinal de Collpani
2037747,U. E. Luis Espinal de Collpani
2037751,U. E. Luis Espinal de Collpani
2037717,U. E. Luis Espinal de Collpani
2069401,U. E. Machua
2069407,U. E. Machua
2007301,U.E. Ignacio Calderón Fe y Alegría I
2007307,U.E. Ignacio Calderón Fe y Alegría I
2007291,U.E. Ignacio Calderón Fe y Alegría I
2007297,U.E. Ignacio Calderón Fe y Alegría I
2007327,U.E. Ignacio Calderón Fe y Alegría I
2007331,U.E. Ignacio Calderón Fe y Alegría I
2007311,U.E. Ignacio Calderón Fe y Alegría I
2007317,U.E. Ignacio Calderón Fe y Alegría I
2007321,U.E. Ignacio Calderón Fe y Alegría I
2007337,U.E. Ignacio Calderón Fe y Alegría I
2016027,U.E. La Merced B
2016047,U.E. La Merced B
2016011,U.E. La Merced B
2016051,U.E. La Merced B
2016017,U.E. La Merced B
2016041,U.E. La Merced B
2016021,U.E. La Merced B
2016037,U.E. La Merced B
2016077,U.E. La Merced B
2016031,U.E. La Merced B
2016067,U.E. La Merced B
2016057,U.E. La Merced B
2016061,U.E. La Merced B
2016071,U.E. La Merced B
2009511,U.E. Manuel Bernal Mariaca
2009497,U.E. Manuel Bernal Mariaca
2009477,U.E. Manuel Bernal Mariaca
2009471,U.E. Manuel Bernal Mariaca
2009487,U.E. Manuel Bernal Mariaca
2009467,U.E. Manuel Bernal Mariaca
2009517,U.E. Manuel Bernal Mariaca
2009507,U.E. Manuel Bernal Mariaca
2009481,U.E. Manuel Bernal Mariaca
2009501,U.E. Manuel Bernal Mariaca
2009461,U.E. Manuel Bernal Mariaca
2009491,U.E. Manuel Bernal Mariaca
2087867,Escuela Colque Amaya Alta
2087877,Escuela Colque Amaya Alta
2087871,Escuela Colque Amaya Alta
2087861,Escuela Colque Amaya Alta
2084861,Unidad Educativa Puente Armas
2084851,Unidad Educativa Puente Armas
2084877,Unidad Educativa Puente Armas
2084871,Unidad Educativa Puente Armas
2084867,Unidad Educativa Puente Armas
2084857,Unidad Educativa Puente Armas
2023821,U.E. Franco Boliviano
2023861,U.E. Franco Boliviano
2023847,U.E. Franco Boliviano
2023837,U.E. Franco Boliviano
2023827,U.E. Franco Boliviano
2023877,U.E. Franco Boliviano
2023851,U.E. Franco Boliviano
2023857,U.E. Franco Boliviano
2023831,U.E. Franco Boliviano
2023841,U.E. Franco Boliviano
2023871,U.E. Franco Boliviano
2023867,U.E. Franco Boliviano
2004257,U.E. Rosario
2004287,U.E. Rosario
2004277,U.E. Rosario
2004267,U.E. Rosario
2004251,U.E. Rosario
2004261,U.E. Rosario
2004281,U.E. Rosario
2004271,U.E. Rosario
2074551,Escuela Eduardo Avaroa
2074547,Escuela Eduardo Avaroa
2074561,Escuela Eduardo Avaroa
2074541,Escuela Eduardo Avaroa
2074557,Escuela Eduardo Avaroa
2074567,Escuela Eduardo Avaroa
2062561,Esc. Simon Boliviar
2062537,Esc. Simon Boliviar
2062551,Esc. Simon Boliviar
2062531,Esc. Simon Boliviar
2062511,Esc. Simon Boliviar
2062541,Esc. Simon Boliviar
2062521,Esc. Simon Boliviar
2062547,Esc. Simon Boliviar
2062567,Esc. Simon Boliviar
2062557,Esc. Simon Boliviar
2062527,Esc. Simon Boliviar
2062517,Esc. Simon Boliviar
2008407,U.E. Libertad Nro 1
2008441,U.E. Libertad Nro 1
2008457,U.E. Libertad Nro 1
2008431,U.E. Libertad Nro 1
2008447,U.E. Libertad Nro 1
2008401,U.E. Libertad Nro 1
2008391,U.E. Libertad Nro 1
2008451,U.E. Libertad Nro 1
2008421,U.E. Libertad Nro 1
2008411,U.E. Libertad Nro 1
2008437,U.E. Libertad Nro 1
2008427,U.E. Libertad Nro 1
2008397,U.E. Libertad Nro 1
2008417,U.E. Libertad Nro 1
2038857,U.E. Néstor Paz Zamora
2038837,U.E. Néstor Paz Zamora
2038867,U.E. Néstor Paz Zamora
2038877,U.E. Néstor Paz Zamora
2038887,U.E. Néstor Paz Zamora
2038881,U.E. Néstor Paz Zamora
2038841,U.E. Néstor Paz Zamora
2038847,U.E. Néstor Paz Zamora
2038831,U.E. Néstor Paz Zamora
2038871,U.E. Néstor Paz Zamora
2038851,U.E. Néstor Paz Zamora
2038861,U.E. Néstor Paz Zamora
2080741,U.E. Boliviano Japones
2080731,U.E. Boliviano Japones
2080751,U.E. Boliviano Japones
2080757,U.E. Boliviano Japones
2080737,U.E. Boliviano Japones
2080747,U.E. Boliviano Japones
2080727,U.E. Boliviano Japones
2080721,U.E. Boliviano Japones
2021031,U.E. My. Waldo Ballivián
2020987,U.E. My. Waldo Ballivián
2020991,U.E. My. Waldo Ballivián
2020981,U.E. My. Waldo Ballivián
2021027,U.E. My. Waldo Ballivián
2021037,U.E. My. Waldo Ballivián
2020997,U.E. My. Waldo Ballivián
2021011,U.E. My. Waldo Ballivián
2021021,U.E. My. Waldo Ballivián
2021007,U.E. My. Waldo Ballivián
2021001,U.E. My. Waldo Ballivián
2021017,U.E. My. Waldo Ballivián
2061941,Colegio Suñasivi
2061951,Colegio Suñasivi
2061967,Colegio Suñasivi
2061947,Colegio Suñasivi
2061957,Colegio Suñasivi
2061961,Colegio Suñasivi
2066317,U.E. Ullachapi
2066311,U.E. Ullachapi
2018031,U.E. Cristo Rey
2018077,U.E. Cristo Rey
2018067,U.E. Cristo Rey
2018037,U.E. Cristo Rey
2018071,U.E. Cristo Rey
2018061,U.E. Cristo Rey
2018081,U.E. Cristo Rey
2018087,U.E. Cristo Rey
2018027,U.E. Cristo Rey
2018021,U.E. Cristo Rey
2018047,U.E. Cristo Rey
2018051,U.E. Cristo Rey
2018057,U.E. Cristo Rey
2018041,U.E. Cristo Rey
2086871,Centro Comunal Chuxña Quta
2086877,Centro Comunal Chuxña Quta
2009437,U.E. Filadelfia
2009457,U.E. Filadelfia
2009441,U.E. Filadelfia
2009411,U.E. Filadelfia
2009427,U.E. Filadelfia
2009431,U.E. Filadelfia
2009447,U.E. Filadelfia
2009421,U.E. Filadelfia
2009451,U.E. Filadelfia
2009417,U.E. Filadelfia
2080627,Colegio San Salvador
2080621,Colegio San Salvador
2080631,Colegio San Salvador
2080641,Colegio San Salvador
2080617,Colegio San Salvador
2080647,Colegio San Salvador
2080637,Colegio San Salvador
2080611,Colegio San Salvador
2089771,U. E. Villa Camacho
2089777,U. E. Villa Camacho
2089791,U. E. Villa Camacho
2089797,U. E. Villa Camacho
2089787,U. E. Villa Camacho
2089767,U. E. Villa Camacho
2089761,U. E. Villa Camacho
2089781,U. E. Villa Camacho
2012561,U. E. Litoral A
2012567,U. E. Litoral A
2012527,U. E. Litoral A
2012537,U. E. Litoral A
2012577,U. E. Litoral A
2012571,U. E. Litoral A
2012521,U. E. Litoral A
2012547,U. E. Litoral A
2012541,U. E. Litoral A
2012551,U. E. Litoral A
2012531,U. E. Litoral A
2012557,U. E. Litoral A
2065221,Esc. Jupani
2065231,Esc. Jupani
2065237,Esc. Jupani
2065227,Esc. Jupani
2060947,U. E. Venezuela
2060917,U. E. Venezuela
2060961,U. E. Venezuela
2060911,U. E. Venezuela
2060937,U. E. Venezuela
2060951,U. E. Venezuela
2060967,U. E. Venezuela
2060941,U. E. Venezuela
2060931,U. E. Venezuela
2060921,U. E. Venezuela
2060927,U. E. Venezuela
2060957,U. E. Venezuela
2002957,U.E. Gregorio Reynolds
2002961,U.E. Gregorio Reynolds
2002937,U.E. Gregorio Reynolds
2002931,U.E. Gregorio Reynolds
2002967,U.E. Gregorio Reynolds
2002927,U.E. Gregorio Reynolds
2002951,U.E. Gregorio Reynolds
2002941,U.E. Gregorio Reynolds
2002911,U.E. Gregorio Reynolds
2002947,U.E. Gregorio Reynolds
2002921,U.E. Gregorio Reynolds
2002917,U.E. Gregorio Reynolds
2034077,U.E. Las Delicias A
2034057,U.E. Las Delicias A
2034021,U.E. Las Delicias A
2034027,U.E. Las Delicias A
2034041,U.E. Las Delicias A
2034037,U.E. Las Delicias A
2034067,U.E. Las Delicias A
2034071,U.E. Las Delicias A
2034031,U.E. Las Delicias A
2034051,U.E. Las Delicias A
2034047,U.E. Las Delicias A
2034061,U.E. Las Delicias A
2068851,U. E. Vilaque Grande
2068857,U. E. Vilaque Grande
2068847,U. E. Vilaque Grande
2068841,U. E. Vilaque Grande
2028267,Escuela El Palomar
2028271,Escuela El Palomar
2028291,Escuela El Palomar
2028251,Escuela El Palomar
2028281,Escuela El Palomar
2028257,Escuela El Palomar
2028247,Escuela El Palomar
2028231,Escuela El Palomar
2028261,Escuela El Palomar
2028277,Escuela El Palomar
2028237,Escuela El Palomar
2028241,Escuela El Palomar
2028287,Escuela El Palomar
2028297,Escuela El Palomar
2049517,U.E. Tokio
2049461,U.E. Tokio
2049501,U.E. Tokio
2049487,U.E. Tokio
2049497,U.E. Tokio
2049481,U.E. Tokio
2049471,U.E. Tokio
2049467,U.E. Tokio
2049457,U.E. Tokio
2049511,U.E. Tokio
2049451,U.E. Tokio
2049477,U.E. Tokio
2049491,U.E. Tokio
2049507,U.E. Tokio
2062067,Colegio Franz Tamayo
2062031,Colegio Franz Tamayo
2062051,Colegio Franz Tamayo
2062047,Colegio Franz Tamayo
2062041,Colegio Franz Tamayo
2062037,Colegio Franz Tamayo
2062061,Colegio Franz Tamayo
2062057,Colegio Franz Tamayo
2018967,U.E. San Antonio Fe y Alegría
2018977,U.E. San Antonio Fe y Alegría
2018987,U.E. San Antonio Fe y Alegría
2018997,U.E. San Antonio Fe y Alegría
2019007,U.E. San Antonio Fe y Alegría
2019017,U.E. San Antonio Fe y Alegría
2018971,U.E. San Antonio Fe y Alegría
2018981,U.E. San Antonio Fe y Alegría
2019011,U.E. San Antonio Fe y Alegría
2018991,U.E. San Antonio Fe y Alegría
2019001,U.E. San Antonio Fe y Alegría
2018961,U.E. San Antonio Fe y Alegría
2054541,U. E. San Roque
2054531,U. E. San Roque
2054567,U. E. San Roque
2054577,U. E. San Roque
2054557,U. E. San Roque
2054551,U. E. San Roque
2054571,U. E. San Roque
2054581,U. E. San Roque
2054537,U. E. San Roque
2054587,U. E. San Roque
2054561,U. E. San Roque
2054547,U. E. San Roque
2007837,U.E. Alcides Arguedas Fiscal
2007867,U.E. Alcides Arguedas Fiscal
2007821,U.E. Alcides Arguedas Fiscal
2007817,U.E. Alcides Arguedas Fiscal
2007871,U.E. Alcides Arguedas Fiscal
2007851,U.E. Alcides Arguedas Fiscal
2007861,U.E. Alcides Arguedas Fiscal
2007811,U.E. Alcides Arguedas Fiscal
2007841,U.E. Alcides Arguedas Fiscal
2007831,U.E. Alcides Arguedas Fiscal
2007857,U.E. Alcides Arguedas Fiscal
2007877,U.E. Alcides Arguedas Fiscal
2007847,U.E. Alcides Arguedas Fiscal
2007827,U.E. Alcides Arguedas Fiscal
2014221,U. E. Nicolás Fernandez Naranjo
2014207,U. E. Nicolás Fernandez Naranjo
2014227,U. E. Nicolás Fernandez Naranjo
2014187,U. E. Nicolás Fernandez Naranjo
2014197,U. E. Nicolás Fernandez Naranjo
2014237,U. E. Nicolás Fernandez Naranjo
2014201,U. E. Nicolás Fernandez Naranjo
2014217,U. E. Nicolás Fernandez Naranjo
2014231,U. E. Nicolás Fernandez Naranjo
2014211,U. E. Nicolás Fernandez Naranjo
2014191,U. E. Nicolás Fernandez Naranjo
2014181,U. E. Nicolás Fernandez Naranjo
2017891,U.E. Cristiano Vida Nueva
2017861,U.E. Cristiano Vida Nueva
2017857,U.E. Cristiano Vida Nueva
2017877,U.E. Cristiano Vida Nueva
2017897,U.E. Cristiano Vida Nueva
2017871,U.E. Cristiano Vida Nueva
2017867,U.E. Cristiano Vida Nueva
2017851,U.E. Cristiano Vida Nueva
2017881,U.E. Cristiano Vida Nueva
2017887,U.E. Cristiano Vida Nueva
2036991,U.E. Amig Chaco
2036957,U.E. Amig Chaco
2036961,U.E. Amig Chaco
2037007,U.E. Amig Chaco
2037001,U.E. Amig Chaco
2036951,U.E. Amig Chaco
2036971,U.E. Amig Chaco
2036997,U.E. Amig Chaco
2036981,U.E. Amig Chaco
2036987,U.E. Amig Chaco
2036967,U.E. Amig Chaco
2036977,U.E. Amig Chaco
2065177,Col. Nicolas Acosta
2065161,Col. Nicolas Acosta
2065181,Col. Nicolas Acosta
2065151,Col. Nicolas Acosta
2065167,Col. Nicolas Acosta
2065157,Col. Nicolas Acosta
2065171,Col. Nicolas Acosta
2065187,Col. Nicolas Acosta
2032211,U.E. Brasilia
2032217,U.E. Brasilia
2032227,U.E. Brasilia
2032201,U.E. Brasilia
2032181,U.E. Brasilia
2032187,U.E. Brasilia
2032177,U.E. Brasilia
2032197,U.E. Brasilia
2032207,U.E. Brasilia
2032171,U.E. Brasilia
2032221,U.E. Brasilia
2032191,U.E. Brasilia
2030507,U.E. Héroes del Pacifico
2030501,U.E. Héroes del Pacifico
2030471,U.E. Héroes del Pacifico
2030497,U.E. Héroes del Pacifico
2030527,U.E. Héroes del Pacifico
2030491,U.E. Héroes del Pacifico
2030537,U.E. Héroes del Pacifico
2030517,U.E. Héroes del Pacifico
2030481,U.E. Héroes del Pacifico
2030487,U.E. Héroes del Pacifico
2030477,U.E. Héroes del Pacifico
2030511,U.E. Héroes del Pacifico
2030531,U.E. Héroes del Pacifico
2030521,U.E. Héroes del Pacifico
2077891,U.E. Victor Centellas
2077897,U.E. Victor Centellas
2077887,U.E. Victor Centellas
2077881,U.E. Victor Centellas
2074017,U.E. Neptal Viris
2074001,U.E. Neptal Viris
2074007,U.E. Neptal Viris
2074011,U.E. Neptal Viris
2067941,U.E. Kelequelera
2067947,U.E. Kelequelera
2089931,U.E. Palmar Suapi
2089937,U.E. Palmar Suapi
2089947,U.E. Palmar Suapi
2089941,U.E. Palmar Suapi
2079001,U.E. Cogotay
2079007,U.E. Cogotay
2040621,U.E. Carlos Palenque Aviles Dolores F
2040657,U.E. Carlos Palenque Aviles Dolores F
2040651,U.E. Carlos Palenque Aviles Dolores F
2040631,U.E. Carlos Palenque Aviles Dolores F
2040627,U.E. Carlos Palenque Aviles Dolores F
2040647,U.E. Carlos Palenque Aviles Dolores F
2040641,U.E. Carlos Palenque Aviles Dolores F
2040667,U.E. Carlos Palenque Aviles Dolores F
2040637,U.E. Carlos Palenque Aviles Dolores F
2040661,U.E. Carlos Palenque Aviles Dolores F
2022431,U.E. Rvdo. Padre Walter Strub A
2022387,U.E. Rvdo. Padre Walter Strub A
2022381,U.E. Rvdo. Padre Walter Strub A
2022397,U.E. Rvdo. Padre Walter Strub A
2022417,U.E. Rvdo. Padre Walter Strub A
2022407,U.E. Rvdo. Padre Walter Strub A
2022437,U.E. Rvdo. Padre Walter Strub A
2022401,U.E. Rvdo. Padre Walter Strub A
2022427,U.E. Rvdo. Padre Walter Strub A
2022421,U.E. Rvdo. Padre Walter Strub A
2022391,U.E. Rvdo. Padre Walter Strub A
2022411,U.E. Rvdo. Padre Walter Strub A
2025471,Unidad Educativa Mallasa
2025487,Unidad Educativa Mallasa
2025491,Unidad Educativa Mallasa
2025457,Unidad Educativa Mallasa
2025477,Unidad Educativa Mallasa
2025481,Unidad Educativa Mallasa
2025451,Unidad Educativa Mallasa
2025467,Unidad Educativa Mallasa
2025497,Unidad Educativa Mallasa
2025461,Unidad Educativa Mallasa
2072001,Esc. 18 de Noviembre
2071991,Esc. 18 de Noviembre
2072027,Esc. 18 de Noviembre
2072021,Esc. 18 de Noviembre
2071987,Esc. 18 de Noviembre
2071981,Esc. 18 de Noviembre
2072011,Esc. 18 de Noviembre
2072007,Esc. 18 de Noviembre
2071997,Esc. 18 de Noviembre
2072031,Esc. 18 de Noviembre
2072017,Esc. 18 de Noviembre
2071977,Esc. 18 de Noviembre
2072037,Esc. 18 de Noviembre
2071971,Esc. 18 de Noviembre
2077091,Escuela Eliodoro Camacho
2077071,Escuela Eliodoro Camacho
2077097,Escuela Eliodoro Camacho
2077117,Escuela Eliodoro Camacho
2077067,Escuela Eliodoro Camacho
2077081,Escuela Eliodoro Camacho
2077101,Escuela Eliodoro Camacho
2077061,Escuela Eliodoro Camacho
2077107,Escuela Eliodoro Camacho
2077077,Escuela Eliodoro Camacho
2077087,Escuela Eliodoro Camacho
2077111,Escuela Eliodoro Camacho
2019761,U.E. Don Bosco de Pampahasi A
2019777,U.E. Don Bosco de Pampahasi A
2019731,U.E. Don Bosco de Pampahasi A
2019741,U.E. Don Bosco de Pampahasi A
2019727,U.E. Don Bosco de Pampahasi A
2019751,U.E. Don Bosco de Pampahasi A
2019757,U.E. Don Bosco de Pampahasi A
2019737,U.E. Don Bosco de Pampahasi A
2019771,U.E. Don Bosco de Pampahasi A
2019747,U.E. Don Bosco de Pampahasi A
2019721,U.E. Don Bosco de Pampahasi A
2019767,U.E. Don Bosco de Pampahasi A
2029097,U. E. 16 de Agosto
2029081,U. E. 16 de Agosto
2029061,U. E. 16 de Agosto
2029067,U. E. 16 de Agosto
2029087,U. E. 16 de Agosto
2029077,U. E. 16 de Agosto
2029071,U. E. 16 de Agosto
2029091,U. E. 16 de Agosto
2026461,Sede Social de Bella Vista Central II
2026501,Sede Social de Bella Vista Central II
2026491,Sede Social de Bella Vista Central II
2026481,Sede Social de Bella Vista Central II
2026477,Sede Social de Bella Vista Central II
2026487,Sede Social de Bella Vista Central II
2026497,Sede Social de Bella Vista Central II
2026517,Sede Social de Bella Vista Central II
2026471,Sede Social de Bella Vista Central II
2026521,Sede Social de Bella Vista Central II
2026527,Sede Social de Bella Vista Central II
2026507,Sede Social de Bella Vista Central II
2026467,Sede Social de Bella Vista Central II
2026511,Sede Social de Bella Vista Central II
2064997,U.E. Nacional De Calteca
2064987,U.E. Nacional De Calteca
2064991,U.E. Nacional De Calteca
2064981,U.E. Nacional De Calteca
2020327,U.E. 24 de Junio A
2020287,U.E. 24 de Junio A
2020297,U.E. 24 de Junio A
2020317,U.E. 24 de Junio A
2020291,U.E. 24 de Junio A
2020271,U.E. 24 de Junio A
2020281,U.E. 24 de Junio A
2020311,U.E. 24 de Junio A
2020301,U.E. 24 de Junio A
2020321,U.E. 24 de Junio A
2020307,U.E. 24 de Junio A
2020277,U.E. 24 de Junio A
2001761,U.E. República de Panamá
2001711,U.E. República de Panamá
2001767,U.E. República de Panamá
2001751,U.E. República de Panamá
2001757,U.E. República de Panamá
2001717,U.E. República de Panamá
2001741,U.E. República de Panamá
2001731,U.E. República de Panamá
2001747,U.E. República de Panamá
2001737,U.E. República de Panamá
2001727,U.E. República de Panamá
2001721,U.E. República de Panamá
2064447,Esc. N. Lerco
2064441,Esc. N. Lerco
2064451,Esc. N. Lerco
2064457,Esc. N. Lerco
2062911,Colegio Cajiata
2062901,Colegio Cajiata
2062907,Colegio Cajiata
2062917,Colegio Cajiata
2051251,U.E. Juan José Torrez Gonzales B
2051297,U.E. Juan José Torrez Gonzales B
2051281,U.E. Juan José Torrez Gonzales B
2051277,U.E. Juan José Torrez Gonzales B
2051271,U.E. Juan José Torrez Gonzales B
2051287,U.E. Juan José Torrez Gonzales B
2051291,U.E. Juan José Torrez Gonzales B
2051267,U.E. Juan José Torrez Gonzales B
2051261,U.E. Juan José Torrez Gonzales B
2051257,U.E. Juan José Torrez Gonzales B
2053747,U.E. Ernesto Che Guevara
2053727,U.E. Ernesto Che Guevara
2053717,U.E. Ernesto Che Guevara
2053731,U.E. Ernesto Che Guevara
2053711,U.E. Ernesto Che Guevara
2053701,U.E. Ernesto Che Guevara
2053721,U.E. Ernesto Che Guevara
2053737,U.E. Ernesto Che Guevara
2053707,U.E. Ernesto Che Guevara
2053691,U.E. Ernesto Che Guevara
2053741,U.E. Ernesto Che Guevara
2053697,U.E. Ernesto Che Guevara
2086081,Esc. German Busch
2086097,Esc. German Busch
2086067,Esc. German Busch
2086057,Esc. German Busch
2086101,Esc. German Busch
2086107,Esc. German Busch
2086071,Esc. German Busch
2086061,Esc. German Busch
2086087,Esc. German Busch
2086077,Esc. German Busch
2086091,Esc. German Busch
2086051,Esc. German Busch
2049801,U.E. Juvenal Mariaca B
2049781,U.E. Juvenal Mariaca B
2049777,U.E. Juvenal Mariaca B
2049811,U.E. Juvenal Mariaca B
2049787,U.E. Juvenal Mariaca B
2049767,U.E. Juvenal Mariaca B
2049821,U.E. Juvenal Mariaca B
2049817,U.E. Juvenal Mariaca B
2049791,U.E. Juvenal Mariaca B
2049827,U.E. Juvenal Mariaca B
2049761,U.E. Juvenal Mariaca B
2049797,U.E. Juvenal Mariaca B
2049771,U.E. Juvenal Mariaca B
2049807,U.E. Juvenal Mariaca B
2029321,U. E. Chañocahua
2029351,U. E. Chañocahua
2029367,U. E. Chañocahua
2029347,U. E. Chañocahua
2029377,U. E. Chañocahua
2029361,U. E. Chañocahua
2029341,U. E. Chañocahua
2029337,U. E. Chañocahua
2029327,U. E. Chañocahua
2029357,U. E. Chañocahua
2029371,U. E. Chañocahua
2029331,U. E. Chañocahua
2042571,U. E. San Vicente de Paul Fe y Alegría
2042577,U. E. San Vicente de Paul Fe y Alegría
2042587,U. E. San Vicente de Paul Fe y Alegría
2042551,U. E. San Vicente de Paul Fe y Alegría
2042531,U. E. San Vicente de Paul Fe y Alegría
2042561,U. E. San Vicente de Paul Fe y Alegría
2042541,U. E. San Vicente de Paul Fe y Alegría
2042581,U. E. San Vicente de Paul Fe y Alegría
2042547,U. E. San Vicente de Paul Fe y Alegría
2042557,U. E. San Vicente de Paul Fe y Alegría
2042537,U. E. San Vicente de Paul Fe y Alegría
2042567,U. E. San Vicente de Paul Fe y Alegría
2066381,Esc. Timusi
2066391,Esc. Timusi
2066397,Esc. Timusi
2066387,Esc. Timusi
2012077,Sede Social Pura Pura
2012071,Sede Social Pura Pura
2012097,Sede Social Pura Pura
2012067,Sede Social Pura Pura
2012087,Sede Social Pura Pura
2012051,Sede Social Pura Pura
2012057,Sede Social Pura Pura
2012081,Sede Social Pura Pura
2012061,Sede Social Pura Pura
2012091,Sede Social Pura Pura
2035327,U.E. Villa el Carmen
2035311,U.E. Villa el Carmen
2035347,U.E. Villa el Carmen
2035317,U.E. Villa el Carmen
2035321,U.E. Villa el Carmen
2035331,U.E. Villa el Carmen
2035357,U.E. Villa el Carmen
2035351,U.E. Villa el Carmen
2035337,U.E. Villa el Carmen
2035367,U.E. Villa el Carmen
2035361,U.E. Villa el Carmen
2035341,U.E. Villa el Carmen
2035307,U.E. Villa el Carmen
2035301,U.E. Villa el Carmen
2044791,U.E. Mariscal de Zepita
2044777,U.E. Mariscal de Zepita
2044797,U.E. Mariscal de Zepita
2044771,U.E. Mariscal de Zepita
2044781,U.E. Mariscal de Zepita
2044787,U.E. Mariscal de Zepita
2044767,U.E. Mariscal de Zepita
2044761,U.E. Mariscal de Zepita
2088261,U.E. Parachi
2088267,U.E. Parachi
2016731,U.E. Simón Rodriguez Carreño
2016721,U.E. Simón Rodriguez Carreño
2016711,U.E. Simón Rodriguez Carreño
2016747,U.E. Simón Rodriguez Carreño
2016751,U.E. Simón Rodriguez Carreño
2016717,U.E. Simón Rodriguez Carreño
2016737,U.E. Simón Rodriguez Carreño
2016761,U.E. Simón Rodriguez Carreño
2016741,U.E. Simón Rodriguez Carreño
2016757,U.E. Simón Rodriguez Carreño
2016767,U.E. Simón Rodriguez Carreño
2016727,U.E. Simón Rodriguez Carreño
2035221,U.E. Bolívar Municipal
2035197,U.E. Bolívar Municipal
2035201,U.E. Bolívar Municipal
2035227,U.E. Bolívar Municipal
2035207,U.E. Bolívar Municipal
2035211,U.E. Bolívar Municipal
2035237,U.E. Bolívar Municipal
2035247,U.E. Bolívar Municipal
2035217,U.E. Bolívar Municipal
2035231,U.E. Bolívar Municipal
2035241,U.E. Bolívar Municipal
2035191,U.E. Bolívar Municipal
2073251,Colegio Nacional Arturo Posnanski
2073257,Colegio Nacional Arturo Posnanski
2073211,Colegio Nacional Arturo Posnanski
2073217,Colegio Nacional Arturo Posnanski
2073231,Colegio Nacional Arturo Posnanski
2073247,Colegio Nacional Arturo Posnanski
2073227,Colegio Nacional Arturo Posnanski
2073237,Colegio Nacional Arturo Posnanski
2073221,Colegio Nacional Arturo Posnanski
2073241,Colegio Nacional Arturo Posnanski
2015387,U.E. Juan Lechin Oquendo
2015407,U.E. Juan Lechin Oquendo
2015377,U.E. Juan Lechin Oquendo
2015391,U.E. Juan Lechin Oquendo
2015381,U.E. Juan Lechin Oquendo
2015371,U.E. Juan Lechin Oquendo
2015397,U.E. Juan Lechin Oquendo
2015401,U.E. Juan Lechin Oquendo
2069201,U. E. Munaypata
2069207,U. E. Munaypata
2006371,U.E. República de Canada
2006337,U.E. República de Canada
2006377,U.E. República de Canada
2006347,U.E. República de Canada
2006357,U.E. República de Canada
2006367,U.E. República de Canada
2006351,U.E. República de Canada
2006387,U.E. República de Canada
2006381,U.E. República de Canada
2006361,U.E. República de Canada
2006397,U.E. República de Canada
2006331,U.E. República de Canada
2006341,U.E. República de Canada
2006391,U.E. República de Canada
2061987,Escuela Belen
2061977,Escuela Belen
2061981,Escuela Belen
2061971,Escuela Belen
2061991,Escuela Belen
2061997,Escuela Belen
2082057,U.E. Fray Jose Antonio Zampa
2082051,U.E. Fray Jose Antonio Zampa
2082061,U.E. Fray Jose Antonio Zampa
2082041,U.E. Fray Jose Antonio Zampa
2082067,U.E. Fray Jose Antonio Zampa
2082037,U.E. Fray Jose Antonio Zampa
2082031,U.E. Fray Jose Antonio Zampa
2082047,U.E. Fray Jose Antonio Zampa
2006917,U.E. Brig. My. Remberto Tapia
2006901,U.E. Brig. My. Remberto Tapia
2006861,U.E. Brig. My. Remberto Tapia
2006881,U.E. Brig. My. Remberto Tapia
2006887,U.E. Brig. My. Remberto Tapia
2006877,U.E. Brig. My. Remberto Tapia
2006897,U.E. Brig. My. Remberto Tapia
2006907,U.E. Brig. My. Remberto Tapia
2006867,U.E. Brig. My. Remberto Tapia
2006891,U.E. Brig. My. Remberto Tapia
2006911,U.E. Brig. My. Remberto Tapia
2006871,U.E. Brig. My. Remberto Tapia
2015501,Complejo Deportivo Camiri
2015507,Complejo Deportivo Camiri
2015497,Complejo Deportivo Camiri
2015471,Complejo Deportivo Camiri
2015477,Complejo Deportivo Camiri
2015487,Complejo Deportivo Camiri
2015517,Complejo Deportivo Camiri
2015491,Complejo Deportivo Camiri
2015481,Complejo Deportivo Camiri
2015511,Complejo Deportivo Camiri
2023547,U.E. Franco Boliviano
2023527,U.E. Franco Boliviano
2023577,U.E. Franco Boliviano
2023557,U.E. Franco Boliviano
2023517,U.E. Franco Boliviano
2023571,U.E. Franco Boliviano
2023511,U.E. Franco Boliviano
2023567,U.E. Franco Boliviano
2023541,U.E. Franco Boliviano
2023521,U.E. Franco Boliviano
2023561,U.E. Franco Boliviano
2023531,U.E. Franco Boliviano
2023551,U.E. Franco Boliviano
2023537,U.E. Franco Boliviano
2019691,U.E. Don Bosco de Pampahasi A
2019717,U.E. Don Bosco de Pampahasi A
2019707,U.E. Don Bosco de Pampahasi A
2019687,U.E. Don Bosco de Pampahasi A
2019677,U.E. Don Bosco de Pampahasi A
2019701,U.E. Don Bosco de Pampahasi A
2019671,U.E. Don Bosco de Pampahasi A
2019681,U.E. Don Bosco de Pampahasi A
2019711,U.E. Don Bosco de Pampahasi A
2019661,U.E. Don Bosco de Pampahasi A
2019697,U.E. Don Bosco de Pampahasi A
2019667,U.E. Don Bosco de Pampahasi A
2007031,U.E. Maria Auxiliadora I
2006987,U.E. Maria Auxiliadora I
2007007,U.E. Maria Auxiliadora I
2006991,U.E. Maria Auxiliadora I
2007047,U.E. Maria Auxiliadora I
2007041,U.E. Maria Auxiliadora I
2007001,U.E. Maria Auxiliadora I
2007037,U.E. Maria Auxiliadora I
2007017,U.E. Maria Auxiliadora I
2007011,U.E. Maria Auxiliadora I
2007027,U.E. Maria Auxiliadora I
